masked_dep_acct_num,masked_bank_num,masked_account_type,masked_id,masked_product_code,bucket_days_since_open,number_of_owners,total_deposit_amount,item_amt,deposit_dt,channel,relationship_balance,oao_flg,onus_ind,treasury_check_ind,heloc_ind,rdis,max_deposit_amount30d,total_deposit_item_count,prevtran1,prevtran2,prevtran3,prevtran4,prevtran5,prevtran6,prevtran7,prevtran8,prevtran9,prevtran10,prevtrandate1,prevtrandate2,prevtrandate3,prevtrandate4,prevtrandate5,prevtrandate6,prevtrandate7,prevtrandate8,prevtrandate9,prevtrandate10,drawee_sum,drawee_cnt,drawee_avg,drawee_max,drawee_min,RDI_DT,RETURN_REASON,return_target,over_draft_amount,month_num
18536,0,0,11828,1,1000-2000,2,100.56,100.01,2024-11-18,TELLER,44153,N,T,N,N,6.0,296.53,1,1490.67,806.43,678.33,100.9,160.96,100.0,518.52,2008.29,1022.18,323.08,14.0,27.0,33.0,58.0,72.0,83.0,101.0,105.0,107.0,144.0,1123.72,1.0,1123.72,1123.72,1123.72,2024-11-19,10.0,1,0,11
8167,0,0,5389,1,5000+,2,1178.7,739.22,2024-08-09,TELLER,51983,N,F,N,N,,1144.93,2,311.67,299.94,3554.7,443.13,784.57,266.28,345.61,146.94,,,1.0,40.0,43.0,78.0,88.0,91.0,115.0,121.0,,,387.82,2.0,193.91,224.33,167.62,,,0,0,8
21421,0,0,4525,1,2000-5000,1,1843.82,1843.82,2024-03-07,TELLER,18355,N,F,N,N,0.0,1843.82,3,1892.49,4918.39,3545.41,440.87,1250.48,761.21,3290.97,864.73,2390.03,7533.41,21.0,34.0,42.0,55.0,75.0,91.0,123.0,129.0,155.0,166.0,,,,,,2024-03-08,2.0,1,0,3
290,0,0,31262,0,2000-5000,1,134.65,134.65,2024-02-16,TELLER,20482,N,F,N,N,,999.67,1,294.57,100.0,209.47,153.13,133.22,178.1,918.16,100.0,430.84,848.97,0.0,3.0,24.0,29.0,38.0,56.0,64.0,87.0,95.0,112.0,,,,,,,,0,0,2
5900,0,0,31066,0,5000+,2,862.64,318.4,2024-07-29,TELLER,257540,N,F,N,N,,11751.52,4,362.48,251.29,,,,,,,,,7.0,20.0,,,,,,,,,497.03,1.0,497.03,497.03,497.03,,,0,0,7
14230,0,0,8520,5,5000+,2,320.56,100.01,2024-08-02,TELLER,5056,N,F,N,N,,1753.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-09,10.0,1,0,8
24162,0,0,16193,0,0-1000,1,381.51,381.51,2024-11-01,TELLER,1092,N,T,N,N,,2366.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11
4670,6,0,26602,6,0-1000,1,319.54,319.54,2024-09-16,TELLER,4816,N,F,N,N,,319.54,2,200.98,756.25,1305.38,100.0,1251.01,1068.04,123.98,252.51,212.37,197.59,2.0,5.0,9.0,12.0,25.0,26.0,30.0,31.0,35.0,45.0,1444.38,7.0,206.34,206.34,206.34,2024-09-17,1.0,1,0,9
19697,0,0,2225,1,5000+,2,2478.73,1975.79,2024-06-11,TELLER,7026,N,F,N,N,3.0,3896.87,2,1073.33,3538.64,374.32,574.74,699.05,2259.32,3675.96,466.11,3104.14,,14.0,19.0,22.0,26.0,31.0,48.0,78.0,79.0,106.0,,,,,,,,,0,2,6
14277,0,0,11319,1,5000+,2,4371.66,3969.5,2024-09-21,TELLER,32370,N,F,N,N,,3969.5,3,149.31,8784.08,3243.94,1214.13,3354.1,633.19,,,,,3.0,21.0,30.0,41.0,52.0,82.0,,,,,,,,,,,,0,0,9
13886,0,0,22251,2,5000+,1,1267.68,1267.68,2024-09-18,TELLER,5692,N,F,N,N,,1267.68,2,1059.77,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0,0,9
13980,0,0,31611,1,5000+,1,2686.39,1891.33,2024-06-03,TELLER,887,N,F,N,N,,13512.43,2,840.01,2103.35,,,,,,,,,21.0,38.0,,,,,,,,,,,,,,,,0,0,6
629,0,0,27604,4,5000+,2,10339.65,10339.65,2024-07-18,TELLER,16090,N,F,N,N,,10339.65,4,1922.62,,,,,,,,,,0.0,,,,,,,,,,4469.09,1.0,4469.09,4469.09,4469.09,,,0,0,7
13126,3,0,20475,0,5000+,2,3246.11,839.79,2024-08-19,TELLER,5044,N,F,N,N,,839.79,2,222.34,1140.38,202.08,9718.88,360.19,100.0,155.54,384.47,2570.65,314.08,7.0,18.0,26.0,28.0,29.0,54.0,62.0,73.0,84.0,89.0,,,,,,,,0,0,8
11435,4,0,14824,1,0-1000,2,222.95,222.95,2024-04-25,TELLER,5568,N,F,N,N,1.0,632.57,1,422.45,691.16,121.83,,,,,,,,0.0,4.0,13.0,,,,,,,,193221.21,91.0,2123.31,2674.76,1685.55,,,0,0,4
21472,0,0,20913,0,0-1000,1,234.06,234.06,2024-04-30,TELLER,2733,N,F,N,N,1.0,1282.36,1,153.06,100.0,351.57,580.45,,,,,,,14.0,21.0,27.0,49.0,,,,,,,,,,,,2024-05-01,1.0,1,0,4
17867,0,0,22399,0,5000+,0,1123.9,1123.9,2024-07-12,TELLER,3183,N,F,N,N,,1123.9,1,873.61,338.57,8074.28,736.78,4381.59,3807.1,1728.63,551.31,1255.09,728.23,1.0,31.0,53.0,74.0,98.0,101.0,112.0,114.0,119.0,141.0,,,,,,,,0,0,7
15698,4,2,23225,1,2000-5000,0,5539.7,5270.54,2024-10-24,TELLER,7563,N,F,N,N,1.0,5270.54,1,5731.75,13011.02,1561.52,638.47,1792.44,,,,,,28.0,33.0,45.0,50.0,90.0,,,,,,,,,,,,,0,0,10
21446,1,0,1002,9,2000-5000,1,1835.13,1009.4,2024-09-12,TELLER,3119,N,F,N,N,,2094.0,1,2707.15,186.32,7161.84,2185.52,212.72,149.71,1332.6,15120.05,908.63,958.51,3.0,7.0,10.0,15.0,21.0,24.0,34.0,47.0,48.0,58.0,,,,,,,,0,0,9
21358,1,0,8673,1,5000+,2,970.34,309.98,2024-04-15,TELLER,57993,N,F,N,N,,1480.72,1,813.99,1396.19,193.95,112.22,100.0,395.96,120.47,227.8,118.32,100.0,0.0,16.0,19.0,35.0,53.0,59.0,62.0,84.0,102.0,110.0,,,,,,,,0,0,4
19743,0,0,16270,5,5000+,2,4011.95,4011.95,2024-02-21,TELLER,2359,N,F,N,N,,4011.95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
14546,0,0,14831,2,1000-2000,1,652.12,652.12,2024-11-13,TELLER,14703,N,T,N,N,0.0,2045.28,1,533.02,2562.82,775.0,328.41,1820.96,100.0,413.7,610.04,513.31,510.88,14.0,19.0,24.0,37.0,71.0,93.0,115.0,138.0,159.0,169.0,682.86,3.0,227.62,233.8,221.61,,,0,0,11
5445,0,0,16055,1,5000+,0,4003.91,243.14,2024-05-19,TELLER,14059,Y,F,N,N,0.0,1143.2,4,316.1,100.0,120.88,1085.38,100.0,500.82,538.82,100.0,267.89,135.49,28.0,34.0,41.0,61.0,71.0,103.0,127.0,134.0,153.0,167.0,1315.68,1.0,1315.68,1315.68,1315.68,,,0,2,5
21366,0,0,13767,1,5000+,2,3580.95,3537.12,2024-07-16,TELLER,17199,N,F,N,N,5.0,3537.12,2,,,,,,,,,,,,,,,,,,,,,546.57,1.0,546.57,546.57,546.57,2024-07-19,6.0,1,0,7
7297,0,0,14374,2,0-1000,0,6645.15,6645.15,2024-02-21,TELLER,32265,N,F,N,N,,6645.15,1,6653.03,1334.91,,,,,,,,,2.0,13.0,,,,,,,,,859.05,1.0,859.05,859.05,859.05,,,0,0,2
2459,6,0,7995,1,1000-2000,1,5042.17,5042.17,2024-06-11,TELLER,33373,N,F,N,N,2.0,5042.17,1,1224.69,1201.54,795.92,3955.08,311.76,755.09,22096.24,1165.81,13986.72,258.7,5.0,19.0,24.0,32.0,55.0,56.0,70.0,105.0,119.0,136.0,1264.3,1.0,1264.3,1264.3,1264.3,2024-06-13,1.0,1,0,6
1787,0,0,15998,1,5000+,1,155.71,155.71,2024-05-01,TELLER,7180,N,F,N,N,,583.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,1.0,1,0,5
5523,3,0,20134,9,5000+,2,6569.08,6395.41,2024-11-21,TELLER,17850,N,F,N,N,2.0,6395.41,1,,,,,,,,,,,,,,,,,,,,,3601.92,2.0,1800.96,1800.96,1800.96,,,0,0,11
19379,0,0,4181,1,2000-5000,1,390.3,390.3,2024-05-25,TELLER,1421,N,F,N,N,,12829.0,7,1217.02,,,,,,,,,,2.0,,,,,,,,,,,,,,,2024-06-17,1.0,1,0,5
20315,0,0,15349,5,0-1000,1,926.66,315.13,2024-04-03,TELLER,176832,N,T,N,N,2.0,315.13,3,100.0,1128.53,136.09,349.74,100.0,100.0,163.01,100.0,100.0,155.07,1.0,6.0,29.0,32.0,40.0,44.0,55.0,64.0,73.0,87.0,101.0,1.0,101.0,101.0,101.0,,,0,0,4
2774,0,0,13295,1,5000+,1,1074.83,1074.83,2024-09-11,TELLER,4939,N,F,N,N,2.0,1074.83,2,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-17,1.0,1,0,9
23952,0,0,11682,9,2000-5000,1,496.3,496.3,2024-06-06,TELLER,1371,N,F,N,N,,713.97,3,1238.26,100.0,,,,,,,,,7.0,35.0,,,,,,,,,802.79,1.0,802.79,802.79,802.79,,,0,0,6
6639,0,1,27466,0,5000+,2,376.76,350.8,2024-10-03,TELLER,4389,N,F,N,N,,360.51,1,558.39,1335.15,1648.67,486.78,398.96,100.0,124.84,3826.82,195.9,103.66,21.0,30.0,31.0,49.0,54.0,69.0,97.0,104.0,112.0,126.0,,,,,,,,0,0,10
10601,0,0,5353,6,5000+,1,417.15,417.15,2024-02-15,TELLER,16167,N,F,N,N,2.0,1079.03,3,811.23,431.39,3979.48,757.78,288.13,2104.08,634.68,1657.55,511.85,739.78,5.0,78.0,84.0,90.0,106.0,130.0,143.0,147.0,171.0,172.0,773.42,2.0,386.71,386.71,386.71,2024-03-04,6.0,1,0,2
21655,0,2,7638,1,5000+,1,842.75,842.75,2024-06-05,TELLER,53837,N,F,N,N,1.0,12541.63,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-11,1.0,1,0,6
179,0,1,2579,0,5000+,1,1335.05,435.25,2024-02-14,TELLER,15239,N,F,N,N,0.0,4488.87,2,192.54,641.9,809.31,114.87,745.52,,,,,,14.0,16.0,30.0,39.0,59.0,,,,,,2684.07,3.0,894.69,894.69,894.69,2024-02-21,1.0,1,0,2
17879,0,0,25524,1,5000+,1,2690.23,1768.38,2024-02-21,TELLER,12461,N,F,N,N,,1768.38,1,269.05,2953.53,100.0,4714.11,1609.24,,,,,,21.0,35.0,41.0,50.0,67.0,,,,,,126.62,1.0,126.62,126.62,126.62,2024-02-27,10.0,1,0,2
11322,0,0,30497,1,5000+,1,584.42,584.42,2024-05-19,TELLER,43785,N,F,N,N,,7026.22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
18825,0,0,23565,1,2000-5000,1,1264.54,256.88,2024-03-21,TELLER,7779,N,F,N,N,,256.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
16017,0,0,7427,0,5000+,2,1177.22,167.39,2024-07-24,TELLER,9290,N,F,N,N,,1160.68,1,100.0,451.32,1044.73,346.53,263.12,100.0,100.0,,,,7.0,11.0,22.0,48.0,49.0,59.0,67.0,,,,1248.08,1.0,1248.08,1248.08,1248.08,2024-07-25,10.0,1,0,7
14243,1,4,21482,2,0-1000,1,1197.57,1197.57,2024-11-26,TELLER,26091,N,F,N,N,,1197.57,1,3403.38,765.51,2957.6,,,,,,,,5.0,29.0,37.0,,,,,,,,,,,,,,,0,0,11
10448,0,0,23084,1,5000+,1,830.86,830.86,2024-11-05,TELLER,47657,N,F,N,N,2.0,830.86,3,,,,,,,,,,,,,,,,,,,,,1619.0,4.0,404.75,527.46,310.59,2024-11-14,6.0,1,0,11
7467,0,1,19081,1,2000-5000,2,1191.25,1191.25,2024-07-11,TELLER,22015,N,F,N,N,1.0,1340.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
3403,5,0,13993,1,2000-5000,1,793.99,793.99,2024-06-25,TELLER,1466,N,F,N,N,,7317.56,4,871.14,301.23,606.51,293.31,782.39,3480.58,974.24,834.28,100.0,,7.0,28.0,29.0,38.0,58.0,83.0,120.0,142.0,146.0,,,,,,,,,0,0,6
19709,0,0,2667,9,5000+,1,1583.22,1217.63,2024-11-04,TELLER,100645,N,T,N,N,,1217.63,1,1982.91,1035.43,1561.95,,,,,,,,14.0,15.0,25.0,,,,,,,,532.75,1.0,532.75,532.75,532.75,,,0,0,11
14813,1,0,21933,1,1000-2000,2,310.55,310.55,2024-08-19,TELLER,14513,N,F,N,N,5.0,510.75,2,344.01,100.0,760.21,1226.74,706.24,100.0,100.0,4129.22,261.26,422.96,1.0,17.0,36.0,48.0,55.0,56.0,61.0,66.0,71.0,91.0,,,,,,,,0,0,8
13938,0,0,4821,0,0-1000,1,678.47,575.35,2024-09-25,TELLER,443,N,T,N,N,1.0,1251.63,2,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-29,6.0,1,0,9
8092,0,0,26493,1,5000+,1,5067.62,5067.62,2024-07-25,TELLER,4655,N,F,N,N,,5067.62,1,,,,,,,,,,,,,,,,,,,,,330.14,1.0,330.14,330.14,330.14,,,0,0,7
2818,0,0,9216,2,0-1000,1,1001.06,1001.06,2024-04-20,TELLER,60930,N,T,N,N,,6461.27,1,682.17,463.77,1240.92,437.82,486.76,3300.09,4161.04,1062.39,693.17,135.99,2.0,7.0,21.0,47.0,50.0,54.0,68.0,71.0,75.0,92.0,587.29,1.0,587.29,587.29,587.29,,,0,0,4
17647,3,0,26588,0,2000-5000,1,3134.84,2669.87,2024-05-25,TELLER,1880,N,F,N,N,,2669.87,1,541.46,1762.42,1740.8,3975.7,5732.98,3654.22,22886.89,,,,3.0,8.0,22.0,29.0,36.0,46.0,47.0,,,,2406.16,2.0,1203.08,1275.82,1134.49,,,0,0,5
9721,0,0,25886,0,5000+,1,148.83,148.83,2024-11-14,TELLER,11386,N,F,N,N,,582.1,2,1437.47,,,,,,,,,,7.0,,,,,,,,,,1578.96,2.0,789.48,789.48,789.48,2024-11-21,6.0,1,0,11
17754,0,0,22970,1,0-1000,2,664.02,390.91,2024-07-24,TELLER,216796,N,F,N,N,1.0,467.28,1,798.52,144.54,606.2,296.05,970.17,514.74,377.11,868.44,114.71,,7.0,22.0,30.0,51.0,65.0,81.0,100.0,106.0,107.0,,,,,,,2024-07-28,1.0,1,0,7
8029,3,0,10981,1,5000+,3,520.22,279.33,2024-05-26,TELLER,32045,N,F,N,N,,3841.64,2,218.58,100.0,128.9,1128.83,4445.85,158.31,203.15,247.55,142.73,136.58,7.0,18.0,34.0,43.0,63.0,67.0,79.0,97.0,111.0,133.0,3874.2,5.0,774.84,774.84,774.84,,,0,0,5
3531,4,0,6972,1,5000+,1,169.82,169.82,2024-02-09,TELLER,1535,N,F,N,N,,502.67,3,238.13,168.8,507.0,,,,,,,,28.0,31.0,72.0,,,,,,,,,,,,,,,0,0,2
20136,0,0,10307,0,1000-2000,2,676.56,676.56,2024-06-08,TELLER,6960,N,T,N,N,,676.56,1,,,,,,,,,,,,,,,,,,,,,3610.59,1.0,3610.59,3610.59,3610.59,,,0,1,6
14846,0,0,23066,1,5000+,2,1070.73,409.6,2024-05-13,TELLER,3132,N,F,N,N,,808.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
13700,0,0,14256,0,2000-5000,1,568.92,568.92,2024-06-17,TELLER,25733,N,F,N,N,,1488.28,2,191.32,372.07,,,,,,,,,7.0,14.0,,,,,,,,,,,,,,2024-07-09,1.0,1,0,6
3764,5,2,18957,0,0-1000,0,1013.45,797.1,2024-07-09,TELLER,41107,N,F,N,N,,797.1,1,3259.62,1132.6,1803.2,360.97,2607.88,546.1,112.45,769.35,100.0,4082.18,7.0,23.0,34.0,49.0,50.0,55.0,68.0,82.0,96.0,98.0,3531.94,1.0,3531.94,3531.94,3531.94,,,0,0,7
23341,0,0,16983,12,0-1000,1,766.38,444.35,2024-08-23,TELLER,3732,N,F,N,N,,743.45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8
11628,0,1,15505,1,2000-5000,1,1240.75,1240.75,2024-11-08,TELLER,1515,N,F,N,N,3.0,4165.09,4,419.47,2944.97,201.04,1554.9,,,,,,,7.0,29.0,62.0,68.0,,,,,,,,,,,,,,0,0,11
3186,0,0,6741,1,2000-5000,1,2999.71,2173.65,2024-08-02,TELLER,19156,N,F,N,N,,15168.93,4,2634.88,889.28,1779.38,2581.15,1170.1,7540.6,2620.31,,,,7.0,11.0,40.0,45.0,57.0,81.0,98.0,,,,,,,,,2024-08-05,1.0,1,0,8
7821,0,2,21421,5,0-1000,0,100.56,100.01,2024-10-31,TELLER,28601,N,F,N,N,,874.39,1,196.01,397.87,770.47,344.41,616.48,,,,,,0.0,35.0,40.0,75.0,77.0,,,,,,,,,,,,,0,0,10
17381,0,0,28295,1,2000-5000,1,417.39,417.39,2024-11-26,TELLER,33109,N,F,N,N,0.0,417.39,1,238.2,100.0,453.64,100.0,128.48,100.0,119.32,1637.64,806.0,266.45,4.0,13.0,14.0,21.0,44.0,47.0,64.0,85.0,91.0,95.0,,,,,,,,0,0,11
22667,0,1,22273,0,2000-5000,0,1929.11,1929.11,2024-02-21,TELLER,26583,N,F,N,N,,2175.75,3,3875.73,246.27,1601.15,,,,,,,,7.0,28.0,36.0,,,,,,,,,,,,,,,0,0,2
19617,0,2,1400,5,5000+,1,312.28,312.28,2024-02-27,TELLER,6316,N,T,N,N,,1085.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-28,1.0,1,0,2
14527,0,0,15112,1,5000+,0,4697.77,4697.77,2024-11-12,TELLER,241,N,F,N,N,,4697.77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11
20880,3,0,19292,1,5000+,1,4997.74,4997.74,2024-03-03,TELLER,3991,N,F,N,N,,4997.74,3,2651.86,1098.55,1267.83,2132.66,2790.02,156.66,,,,,5.0,6.0,13.0,35.0,44.0,46.0,,,,,,,,,,,,0,0,3
4108,0,0,17392,1,2000-5000,2,214.46,214.46,2024-04-10,TELLER,29042,N,F,N,N,,3509.67,1,374.03,315.32,4131.49,203.34,702.43,100.0,330.79,605.97,353.69,1232.8,7.0,8.0,14.0,18.0,29.0,47.0,64.0,69.0,73.0,82.0,1976.4,4.0,494.1,494.1,494.1,2024-04-18,1.0,1,0,4
19820,0,0,17635,8,5000+,2,754.41,439.02,2024-03-27,TELLER,10421,N,F,N,N,,3142.84,1,,,,,,,,,,,,,,,,,,,,,448.7,1.0,448.7,448.7,448.7,,,0,0,3
11242,0,0,12575,2,0-1000,1,1118.33,1118.33,2024-07-31,TELLER,18200,N,F,N,N,,1118.33,1,,,,,,,,,,,,,,,,,,,,,2049.58,1.0,2049.58,2049.58,2049.58,,,0,0,7
7877,0,0,1236,0,1000-2000,2,4865.49,4865.49,2024-07-17,TELLER,898,N,F,N,N,3.0,4865.49,1,4613.03,3051.07,2209.17,652.66,195.53,29649.51,796.86,248.08,16547.57,11568.54,4.0,20.0,25.0,40.0,50.0,58.0,74.0,82.0,113.0,130.0,,,,,,2024-07-19,2.0,1,0,7
18646,0,1,13723,13,5000+,1,1274.36,1274.36,2024-03-16,TELLER,6809,N,F,N,N,0.0,1274.36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
4973,0,0,25723,6,5000+,1,1032.47,1032.47,2024-08-16,TELLER,7187,N,F,N,N,1.0,12529.05,1,173.78,217.96,,,,,,,,,21.0,30.0,,,,,,,,,,,,,,2024-08-21,10.0,1,0,8
7788,3,0,4376,1,5000+,1,1585.73,966.28,2024-02-12,TELLER,18932,N,F,N,N,1.0,1018.89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
2029,0,0,3189,1,2000-5000,1,1260.59,1260.59,2024-10-21,TELLER,7648,Y,F,N,N,3.0,2812.7,1,3644.76,459.95,2143.38,11191.95,1278.48,193.46,4453.62,834.97,3698.9,1130.26,14.0,22.0,36.0,44.0,56.0,59.0,93.0,117.0,134.0,135.0,,,,,,2024-11-03,1.0,1,0,10
24612,0,0,23126,1,5000+,1,1413.13,751.59,2024-04-17,TELLER,5587,N,F,N,N,,751.59,1,1680.87,1018.25,361.53,407.93,1935.13,1153.98,464.05,1318.41,378.41,547.27,7.0,16.0,23.0,35.0,67.0,71.0,87.0,99.0,100.0,107.0,,,,,,,,0,1,4
4408,0,2,14148,1,5000+,1,746.87,746.87,2024-04-19,TELLER,1411,N,F,N,N,,746.87,2,685.69,3153.89,363.05,377.6,262.73,2057.55,266.47,2327.62,563.37,2866.4,4.0,28.0,40.0,56.0,62.0,64.0,73.0,94.0,101.0,103.0,,,,,,,,0,0,4
3740,0,0,26254,1,0-1000,2,660.72,586.25,2024-09-06,TELLER,14893,N,F,N,N,2.0,790.03,2,1213.84,570.78,100.0,300.03,460.27,557.09,,,,,0.0,27.0,49.0,68.0,87.0,88.0,,,,,,,,,,,,0,0,9
3611,0,0,5398,1,5000+,2,687.39,687.39,2024-07-25,TELLER,11613,N,F,N,N,1.0,687.39,6,5144.3,1737.01,506.54,561.62,235.04,496.89,1578.91,323.65,168.97,,1.0,7.0,26.0,41.0,60.0,69.0,79.0,92.0,97.0,,,,,,,,,0,0,7
15228,0,0,18611,1,2000-5000,2,861.63,565.7,2024-08-30,TELLER,3454,N,F,N,N,,565.7,6,504.4,132.21,1567.99,328.92,522.77,355.96,100.0,410.03,223.01,1511.53,7.0,21.0,53.0,71.0,89.0,96.0,104.0,125.0,131.0,142.0,1849.8,1.0,1849.8,1849.8,1849.8,,,0,0,8
1910,0,0,8615,2,2000-5000,1,3911.41,3911.41,2024-03-30,TELLER,1830,N,F,N,N,,3911.41,1,5208.47,6888.82,4504.7,869.69,3457.59,2235.11,,,,,21.0,22.0,42.0,53.0,58.0,74.0,,,,,,,,,,2024-04-02,1.0,1,0,3
2981,0,0,25445,1,0-1000,1,7599.1,1693.98,2024-05-29,TELLER,294026,N,F,N,N,,4665.97,3,3783.86,555.81,5800.71,2484.72,9266.29,3552.73,5477.04,7569.87,370.2,5262.4,0.0,12.0,42.0,60.0,63.0,68.0,93.0,95.0,120.0,131.0,4366.5,2.0,2183.25,2240.45,2127.51,,,0,0,5
22246,0,0,25479,1,5000+,1,1031.52,735.01,2024-05-22,TELLER,2796,N,F,N,N,,822.28,1,123.51,287.96,100.0,952.71,100.0,244.66,2488.85,150.06,1714.61,353.25,3.0,12.0,16.0,25.0,36.0,52.0,63.0,82.0,85.0,92.0,,,,,,,,0,0,5
9255,0,0,1448,4,5000+,2,8955.52,7483.59,2024-11-22,TELLER,27453,N,F,N,N,1.0,7483.59,1,7316.28,4214.52,8397.4,5617.53,5916.34,,,,,,0.0,22.0,52.0,60.0,63.0,,,,,,,,,,,2024-11-23,1.0,1,0,11
19618,0,2,21305,2,0-1000,2,100.56,100.01,2024-09-27,TELLER,5709,N,F,N,N,2.0,874.46,3,450.83,2634.53,494.07,694.03,1215.93,494.72,402.41,100.0,100.0,415.24,28.0,38.0,57.0,64.0,76.0,104.0,108.0,119.0,134.0,150.0,,,,,,,,0,0,9
13827,0,0,24484,7,0-1000,2,1844.32,469.21,2024-11-19,TELLER,1001,N,T,N,N,,469.21,2,2014.06,160.48,194.12,251.94,676.8,332.08,,,,,1.0,25.0,32.0,33.0,50.0,56.0,,,,,,,,,,,,0,0,11
14031,0,0,25407,0,5000+,3,762.48,762.48,2024-08-09,TELLER,50977,N,F,N,N,,762.48,1,873.23,724.87,,,,,,,,,5.0,29.0,,,,,,,,,,,,,,2024-08-24,6.0,1,0,8
22913,0,0,316,5,5000+,3,665.45,665.45,2024-09-06,TELLER,11272,N,F,N,N,,10194.64,1,321.5,100.0,280.23,802.09,805.14,100.0,1546.55,848.1,915.54,297.9,1.0,10.0,22.0,35.0,47.0,61.0,71.0,94.0,103.0,108.0,749.41,1.0,749.41,749.41,749.41,,,0,0,9
20720,0,0,7110,1,5000+,0,1438.11,1438.11,2024-04-28,TELLER,14227,N,F,N,N,,1438.11,4,,,,,,,,,,,,,,,,,,,,,5934.75,1.0,5934.75,5934.75,5934.75,2024-05-01,9.0,1,0,4
3583,0,0,5718,1,5000+,1,1551.46,1551.46,2024-03-16,TELLER,8519,N,F,N,N,,1551.46,1,1087.37,341.97,1090.74,399.96,1364.87,,,,,,7.0,15.0,25.0,49.0,57.0,,,,,,,,,,,,,0,0,3
22527,0,0,13538,4,5000+,1,1114.26,1114.26,2024-07-27,TELLER,5495,N,T,N,N,2.0,1114.26,2,712.62,1514.0,,,,,,,,,7.0,15.0,,,,,,,,,,,,,,2024-08-02,1.0,1,0,7
2073,0,0,7106,1,5000+,2,189.66,189.66,2024-09-16,TELLER,14788,N,F,N,N,,1062.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9
9352,0,0,6196,1,5000+,3,2556.58,2294.56,2024-08-26,TELLER,15279,N,F,N,N,0.0,2294.56,1,2827.44,193.72,,,,,,,,,4.0,28.0,,,,,,,,,,,,,,2024-09-01,9.0,1,0,8
584,0,2,23379,7,0-1000,1,372.78,372.78,2024-11-08,TELLER,1707,N,F,N,N,,4383.51,1,545.1,100.0,224.75,175.34,1181.99,914.91,583.08,198.08,164.68,54031.91,7.0,10.0,22.0,25.0,38.0,48.0,49.0,61.0,64.0,71.0,,,,,,,,0,0,11
12212,3,0,12545,1,2000-5000,1,721.21,721.21,2024-05-31,TELLER,752,N,F,N,N,,721.21,5,1418.56,100.04,5103.28,,,,,,,,0.0,5.0,15.0,,,,,,,,,,,,,,,0,0,5
23806,0,0,12047,5,5000+,1,1327.13,1238.6,2024-04-05,TELLER,3488,N,F,N,N,1.0,7241.17,1,333.95,,,,,,,,,,21.0,,,,,,,,,,,,,,,2024-04-11,1.0,1,0,4
15825,0,3,5912,8,5000+,1,100.56,100.01,2024-03-28,TELLER,8172,N,F,N,N,3.0,1213.77,1,292.8,1532.23,100.0,329.97,760.63,100.0,1125.22,100.0,194.71,1287.46,0.0,4.0,9.0,12.0,19.0,24.0,34.0,40.0,47.0,77.0,,,,,,,,0,0,3
23872,0,0,30362,1,1000-2000,2,521.15,521.15,2024-02-20,TELLER,50798,N,T,N,N,,949.39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
22199,0,1,11536,4,2000-5000,1,1876.68,100.01,2024-07-29,TELLER,25829,N,F,N,N,,363.11,2,100.0,208.03,146.0,100.0,240.97,100.85,,,,,1.0,12.0,17.0,32.0,39.0,60.0,,,,,,,,,,,,0,0,7
7867,0,0,349,0,2000-5000,2,4749.47,589.94,2024-05-21,TELLER,152360,N,F,N,N,2.0,1722.92,16,251.01,137.13,629.45,207.63,464.69,1501.18,1053.55,,,,14.0,28.0,43.0,44.0,68.0,79.0,81.0,,,,,,,,,,,0,0,5
3047,0,0,2507,1,5000+,2,100.56,100.01,2024-06-24,TELLER,10337,N,T,N,N,,2863.64,1,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02,1.0,1,0,6
14603,1,0,13834,1,5000+,1,2860.3,2860.3,2024-06-12,TELLER,660,N,F,N,N,,2860.3,1,3274.16,9925.82,1668.19,,,,,,,,14.0,28.0,46.0,,,,,,,,,,,,,,,0,0,6
13970,3,0,12397,1,0-1000,1,373.23,373.23,2024-07-24,TELLER,1496,N,F,N,N,,654.07,1,944.53,,,,,,,,,,28.0,,,,,,,,,,3051.56,2.0,1525.78,2544.82,914.8,,,0,12,7
